title,type,release_year,runtime,imdb_score
Apostle,MOVIE,2018,130,6.3
Icarus,MOVIE,2017,121,7.9
The Package,MOVIE,2018,94,5.5
Violet Evergarden,SHOW,2018,25,8.4
Narcos: Mexico,SHOW,2018,56,8.4
Mary Magdalene,MOVIE,2018,120,5.9
Disenchantment,SHOW,2018,29,7.2
Gerald's Game,MOVIE,2017,103,6.5
Level 16,MOVIE,2018,102,6.0
BAKI,SHOW,2018,24,6.7
The Invisible Guest,MOVIE,2017,107,8.0
The Cloverfield Paradox,MOVIE,2018,102,5.5
I Don't Feel at Home in This World Anymore,MOVIE,2017,93,6.9
Wet Hot American Summer: Ten Years Later,SHOW,2017,27,6.9
Abducted in Plain Sight,MOVIE,2018,91,6.8
Annabelle: Creation,MOVIE,2017,110,6.5
Seven Seconds,SHOW,2018,62,7.7
The Witch: Part 1. The Subversion,MOVIE,2018,125,7.1
Kodachrome,MOVIE,2017,105,6.8
Devilman Crybaby,SHOW,2018,25,7.6
Calibre,MOVIE,2018,101,6.8
Oats Studios,SHOW,2017,6,6.4
Two Sentence Horror Stories,SHOW,2017,22,5.5
I Am Not Your Negro,MOVIE,2017,93,7.9
Black Spot,SHOW,2017,55,7.4
Rust Valley Restorers,SHOW,2018,45,7.8
Bird Box,MOVIE,2018,124,6.6
Everything Sucks!,SHOW,2018,24,7.5
The Zookeeper's Wife,MOVIE,2017,122,7.0
Bad Blood,SHOW,2017,46,7.5
Five Came Back,SHOW,2017,65,8.3
Outlaw King,MOVIE,2018,121,6.9
Queer Eye,SHOW,2018,47,8.5
Veronica,MOVIE,2017,105,6.2
James Acaster: Repertoire,SHOW,2018,52,8.4
The Keepers,SHOW,2017,56,7.6
Beirut,MOVIE,2018,109,6.4
The Night Comes for Us,MOVIE,2018,121,6.9
13 Reasons Why,SHOW,2017,58,7.5
Pine Gap,SHOW,2018,56,7.2
Destination Wedding,MOVIE,2018,84,6.0
Nightflyers,SHOW,2018,44,5.8
Cam,MOVIE,2018,95,5.9
Black Lightning,SHOW,2018,42,6.1
The Meyerowitz Stories (New and Selected),MOVIE,2017,112,6.9
Malevolent,MOVIE,2018,89,4.8
The Babysitter,MOVIE,2017,85,6.4
When We First Met,MOVIE,2018,97,6.4
Extinction,MOVIE,2018,96,5.8
To All the Boys I've Loved Before,MOVIE,2018,100,7.1
Troy: Fall of a City,SHOW,2018,58,3.9
Cargo,MOVIE,2017,105,6.3
The Dragon Prince,SHOW,2018,27,8.4
Dear White People,SHOW,2017,29,6.1
Everybody Knows,MOVIE,2018,132,6.9
VeggieTales in the City,SHOW,2017,23,5.7
Requiem,SHOW,2018,58,6.4
Wormwood,SHOW,2017,43,7.0
Perfume,SHOW,2018,29,7.1
The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,124,7.3
1922,MOVIE,2017,102,6.2
Evil Genius,SHOW,2018,48,7.5
Home Again,MOVIE,2017,97,5.8
Mudbound,MOVIE,2017,120,7.4
The Book of Henry,MOVIE,2017,105,6.5
Explained,SHOW,2018,21,8.0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,94,7.7
Cells at Work!,SHOW,2018,23,7.5
She-Ra and the Princesses of Power,SHOW,2018,24,7.8
Stranger,SHOW,2017,64,8.5
The Rain,SHOW,2018,43,7.3
The Innocent Man,SHOW,2018,47,7.3
Berlin Syndrome,MOVIE,2017,116,6.2
Anon,MOVIE,2018,100,6.1
Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,25,8.1
Replicas,MOVIE,2018,107,5.5
Private Life,MOVIE,2018,123,7.2
Beyond Skyline,MOVIE,2017,105,5.3
A Futile and Stupid Gesture,MOVIE,2018,101,6.7
Mirai,MOVIE,2018,98,7.0
The Strangers: Prey at Night,MOVIE,2018,85,5.2
Dirty Money,SHOW,2018,63,8.1
Tidelands,SHOW,2018,42,6.8
Hilda,SHOW,2018,25,8.5
Friends from College,SHOW,2017,30,6.9
King of Thieves,MOVIE,2018,108,5.5
Hold the Dark,MOVIE,2018,125,5.6
My Little Pony: Equestria Girls,SHOW,2017,24,6.4
Insatiable,SHOW,2018,46,6.5
Black Mirror: Bandersnatch,MOVIE,2018,90,7.1
Better Than Us,SHOW,2018,52,7.3
Cable Girls,SHOW,2017,50,7.6
Sick Note,SHOW,2017,24,6.8
RBG,MOVIE,2018,98,7.6
BÄhubali 2: The Conclusion,MOVIE,2017,168,8.200000000000000
The Perfection,MOVIE,2018,90,6.1
The Discovery,MOVIE,2017,102,6.2
MEGALOBOX,SHOW,2018,24,7.8
The Kindergarten Teacher,MOVIE,2018,96,6.7
Wheelman,MOVIE,2017,82,6.4
Mirage,MOVIE,2018,129,7.4
Set It Up,MOVIE,2018,105,6.5
An Evening with Beverly Luff Linn,MOVIE,2018,108,5.8
Transformers: Cyberverse,SHOW,2018,11,6.5
The Delivery Boy,MOVIE,2018,66,6.2
Wanderlust,SHOW,2018,57,7.0
Jack Whitehall: Travels with My Father,SHOW,2017,46,7.6
Little Italy,MOVIE,2018,102,5.7
Teasing Master Takagi-san,SHOW,2018,24,7.7
The Boss Baby: Back in Business,SHOW,2018,23,6.4
The Outsider,MOVIE,2018,120,6.2
My Next Guest Needs No Introduction With David Letterman,SHOW,2018,55,7.9
Skins,MOVIE,2017,78,6.1
Hannah Gadsby: Nanette,MOVIE,2018,69,8.1
Banana Split,MOVIE,2018,88,6.2
Scissor Seven,SHOW,2018,15,8.5
Damnation,SHOW,2017,43,7.6
Creep 2,MOVIE,2017,80,6.4
Dumplin',MOVIE,2018,110,6.5
Shirkers,MOVIE,2018,96,7.4
The After Party,MOVIE,2018,89,5.7
Red Joan,MOVIE,2018,101,6.4
Mute,MOVIE,2018,126,5.4
The Magic School Bus Rides Again,SHOW,2017,25,6.2
Hell Fest,MOVIE,2018,89,5.5
Small Town Crime,MOVIE,2018,91,6.6
Adrift,MOVIE,2018,96,6.6
Cathedral of the Sea,SHOW,2018,57,7.4
Haunted,SHOW,2018,25,4.6
Happy as Lazzaro,MOVIE,2018,125,7.5
A Bad Moms Christmas,MOVIE,2017,104,5.6
A-X-L,MOVIE,2018,98,5.3
The Other Side of the Wind,MOVIE,2018,122,6.7
Dave Chappelle,SHOW,2017,60,8.700000000000000
Ravenous,MOVIE,2017,104,5.8
Salt Fat Acid Heat,SHOW,2018,40,7.7
Great News,SHOW,2017,21,7.0
Dark Tourist,SHOW,2018,41,7.5
22-Jul,MOVIE,2018,143,6.8
Abstract: The Art of Design,SHOW,2017,45,8.4
Victoria & Abdul,MOVIE,2017,112,6.8
Bakugan: Battle Planet,SHOW,2018,20,5.1
May the Devil Take You,MOVIE,2018,110,5.9
Kakegurui,SHOW,2017,24,7.2
Numberblocks,SHOW,2017,5,8.6
Dogs,SHOW,2018,50,8.0
The Forest,SHOW,2017,52,7.2
Buster's Mal Heart,MOVIE,2017,96,6.2
Zoids Wild,SHOW,2018,21,6.0
Death Note,MOVIE,2017,101,4.5
Mr. Sunshine,SHOW,2018,76,8.700000000000000
Bright,MOVIE,2017,117,6.3
The Incredible Jessica James,MOVIE,2017,83,6.5
The Kissing Booth,MOVIE,2018,105,5.9
Handsome Devil,MOVIE,2017,95,7.0
Hotel Transylvania: The Series,SHOW,2017,16,5.5
Sand Castle,MOVIE,2017,113,6.3
My Mister,SHOW,2018,79,9.2
Magic for Humans,SHOW,2018,24,7.1
Bill Nye Saves the World,SHOW,2017,30,3.5
1983,SHOW,2018,57,6.8
Errementari: The Blacksmith and the Devil,MOVIE,2018,98,6.4
Holy Camp!,MOVIE,2017,109,6.2
"Game Over, Man!",MOVIE,2018,100,5.4
Forgotten,MOVIE,2017,109,7.4
Piercing,MOVIE,2018,82,5.5
Unit 42,SHOW,2017,48,7.0
Innocent,SHOW,2017,51,8.4
Black Earth Rising,SHOW,2018,59,7.4
On Body and Soul,MOVIE,2017,116,7.5
Mowgli: Legend of the Jungle,MOVIE,2018,105,6.5
No Escape Room,MOVIE,2018,85,5.0
I Am a Killer,SHOW,2018,46,7.4
Goon: Last of the Enforcers,MOVIE,2017,101,5.8
Nailed It!,SHOW,2018,33,7.4
Aggretsuko,SHOW,2018,16,8.0
Immortals,SHOW,2018,28,5.4
Ricky Gervais: Humanity,MOVIE,2018,79,7.9
Trolls Holiday,MOVIE,2017,26,6.2
To the Bone,MOVIE,2017,107,6.8
On My Block,SHOW,2018,29,7.9
Sunderland 'Til I Die,SHOW,2018,41,8.1
Gypsy,SHOW,2017,59,6.8
The Bar,MOVIE,2017,102,6.3
Siberia,MOVIE,2018,105,4.3
Alexa & Katie,SHOW,2018,25,7.4
Woodshock,MOVIE,2017,100,4.2
War Machine,MOVIE,2017,122,6.0
Illang: The Wolf Brigade,MOVIE,2018,140,5.9
Security,MOVIE,2017,87,5.7
Newness,MOVIE,2017,112,6.3
Bitter Daisies,SHOW,2018,71,7.2
The Breaker Upperers,MOVIE,2018,82,5.9
Joan Didion: The Center Will Not Hold,MOVIE,2017,92,7.4
Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,123,7.5
Life Sentence,SHOW,2018,42,6.4
Cry Babies Magic Tears,SHOW,2018,12,4.8
She's Gotta Have It,SHOW,2017,32,6.8
The Toys That Made Us,SHOW,2017,45,8.0
The Standups,SHOW,2017,30,6.6
Baby,SHOW,2018,45,6.8
Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,45,7.8
Disjointed,SHOW,2017,27,6.8
We the Animals,MOVIE,2018,94,6.9
Spirit: Riding Free,SHOW,2017,23,6.6
Welcome Home,MOVIE,2018,97,5.2
Midnight Sun,MOVIE,2018,91,6.6
Unicorn Store,MOVIE,2017,92,5.5
Tau,MOVIE,2018,97,5.8
Brain on Fire,MOVIE,2017,95,6.6
White Gold,SHOW,2017,29,7.4
Voice,SHOW,2017,63,7.5
The Good Cop,SHOW,2018,49,6.9
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,94,7.9
Bathtubs Over Broadway,MOVIE,2018,87,7.6
Record of Grancrest War,SHOW,2018,24,7.1
Hitler's Circle of Evil,SHOW,2018,52,8.0
What the Health,MOVIE,2017,97,7.4
Rotten,SHOW,2018,56,7.2
Duck Butter,MOVIE,2018,94,5.3
Because This Is My First Life,SHOW,2017,56,8.200000000000000
The Long Dumb Road,MOVIE,2018,90,6.1
Abby Hatcher,SHOW,2018,20,6.1
Unauthorized Living,SHOW,2018,76,7.4
LEGO Friends: Girls on a Mission,SHOW,2018,11,7.7
Tabula Rasa,SHOW,2017,52,8.0
Murder Mountain,SHOW,2018,49,6.8
Nicky Jam: El Ganador,SHOW,2018,44,7.7
SKY Castle,SHOW,2018,68,8.6
Sisters,SHOW,2017,36,7.5
Suburra: Blood on Rome,SHOW,2017,48,7.9
Bill Nye: Science Guy,MOVIE,2017,95,6.5
Mr. Roosevelt,MOVIE,2017,90,6.2
John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,65,7.9
Win It All,MOVIE,2017,88,6.2
Norm Macdonald Has a Show,SHOW,2018,35,8.6
Andhadhun,MOVIE,2018,139,8.200000000000000
Just Between Lovers,SHOW,2017,73,8.200000000000000
The Epic Tales of Captain Underpants,SHOW,2018,24,6.7
Ugly Delicious,SHOW,2018,51,7.8
The House of Flowers,SHOW,2018,31,7.6
In Darkness,MOVIE,2018,110,5.7
Shimmer Lake,MOVIE,2017,83,6.3
Somewhere Between,SHOW,2017,42,6.2
Hot Date,SHOW,2017,19,7.1
The Debt Collector,MOVIE,2018,96,5.8
Orbiter 9,MOVIE,2017,95,5.9
Day of the Dead: Bloodline,MOVIE,2017,90,3.4
Lovesong,MOVIE,2017,85,6.3
Lawless Lawyer,SHOW,2018,64,7.7
Reversing Roe,MOVIE,2018,99,7.5
First They Killed My Father,MOVIE,2017,136,7.2
The Titan,MOVIE,2018,97,4.8
Welcome to the Family,SHOW,2018,48,6.6
Llama Llama,SHOW,2018,15,6.5
Borderliner,SHOW,2017,49,6.8
Girlfriend's Day,MOVIE,2017,70,5.2
Animal Crackers,MOVIE,2017,105,5.8
A Korean Odyssey,SHOW,2017,75,8.0
Dude,MOVIE,2018,90,5.2
My Happy Family,MOVIE,2017,119,7.4
Unrest,MOVIE,2017,97,7.6
iBoy,MOVIE,2017,90,6.0
Ibiza,MOVIE,2018,94,5.2
The Resurrection of Gavin Stone,MOVIE,2017,91,6.2
Power Rangers Ninja Steel,SHOW,2017,24,6.1
Strong Island,MOVIE,2017,107,6.4
Bad Genius,MOVIE,2017,130,7.6
Cloudy with a Chance of Meatballs,SHOW,2017,11,3.4
Man Like Mobeen,SHOW,2017,22,8.0
Godzilla: The Planet Eater,MOVIE,2018,90,5.0
Blame!,MOVIE,2017,106,6.6
Granblue Fantasy: The Animation,SHOW,2017,23,6.4
Bullet Head,MOVIE,2017,93,5.4
Meteor Garden,SHOW,2018,45,7.9
Wolf,SHOW,2018,80,8.1
Fallet,SHOW,2017,28,6.8
The Photographer of Mauthausen,MOVIE,2018,111,6.7
The Hollow,SHOW,2018,24,7.1
The Mire,SHOW,2018,51,7.0
The Most Hated Woman in America,MOVIE,2017,91,6.1
GHOUL,SHOW,2018,46,8.0
Transformers: Rescue Bots Academy,SHOW,2018,12,6.0
River's Edge,MOVIE,2018,118,6.2
Hero Mask,SHOW,2018,24,6.1
The Fix,SHOW,2018,29,7.0
Godzilla: Planet of the Monsters,MOVIE,2017,89,6.0
The Beauty Inside,SHOW,2018,68,7.6
Fate/Apocrypha,SHOW,2017,24,6.6
Girl,MOVIE,2018,105,7.1
Acts of Vengeance,MOVIE,2017,87,5.7
The Casketeers,SHOW,2018,22,7.5
The Guest,SHOW,2018,66,8.1
Bleach,MOVIE,2018,108,6.4
Rainbow Rangers,SHOW,2018,22,5.8
Our Souls at Night,MOVIE,2017,101,6.9
Psychokinesis,MOVIE,2018,101,5.9
"Oh, Hello on Broadway",MOVIE,2017,102,7.7
The Mechanism,SHOW,2018,47,8.0
Mob Psycho 100,SHOW,2018,24,5.2
Birth of the Dragon,MOVIE,2017,120,5.6
Little Evil,MOVIE,2017,94,5.7
Gaga: Five Foot Two,MOVIE,2017,100,7.0
Memories of the Alhambra,SHOW,2018,68,7.8
Barbie: Dreamhouse Adventures,SHOW,2018,22,6.7
Fullmetal Alchemist,MOVIE,2017,135,5.2
Ad Vitam,SHOW,2018,52,6.4
The Angel,MOVIE,2018,114,6.6
Patriot Act with Hasan Minhaj,SHOW,2018,25,8.200000000000000
Benji,MOVIE,2018,87,6.3
Signs,SHOW,2018,46,6.4
White Fang,MOVIE,2018,87,6.9
B: The Beginning,SHOW,2018,25,7.1
Sugar Rush,SHOW,2018,51,7.0
The Resistance Banker,MOVIE,2018,124,6.9
El Chapo,SHOW,2017,44,7.8
Sacred Games,SHOW,2018,50,8.6
The Worst Witch,SHOW,2017,27,7.2
The Confession Tapes,SHOW,2017,43,7.5
Thieves of the Wood,SHOW,2018,47,6.8
The Land of Steady Habits,MOVIE,2018,98,6.2
Girl from Nowhere,SHOW,2018,44,7.6
Afflicted,SHOW,2018,42,5.1
Dope,SHOW,2017,48,7.3
Paradise PD,SHOW,2018,27,6.8
Thus Spoke Kishibe Rohan,SHOW,2017,24,7.6
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,74,7.1
Welcome to Waikiki,SHOW,2018,64,8.3
The Inmate,SHOW,2018,53,6.9
The Innocents,SHOW,2018,46,6.2
Clinical,MOVIE,2017,104,5.1
CharitÃ©,SHOW,2017,49,7.8
The Battleship Island,MOVIE,2017,132,7.1
Instant Hotel,SHOW,2018,49,7.3
Myths & Monsters,SHOW,2017,43,7.8
Erased,SHOW,2017,28,7.8
The Hook Up Plan,SHOW,2018,28,7.2
Kiss Me First,SHOW,2018,47,6.2
Lu Over the Wall,MOVIE,2017,107,6.8
November 13: Attack on Paris,SHOW,2018,54,8.3
Life,SHOW,2018,64,7.6
Hampstead,MOVIE,2017,102,6.0
Reprisal,MOVIE,2018,89,4.2
Like Father,MOVIE,2018,103,6.1
MILF,MOVIE,2018,96,4.8
The Bride of Habaek,SHOW,2017,67,7.1
The Open House,MOVIE,2018,94,3.2
Catfight,MOVIE,2017,96,5.9
The New Legends of Monkey,SHOW,2018,25,6.4
Medal of Honor,SHOW,2018,55,8.200000000000000
"My Teacher, My Obsession",MOVIE,2018,105,4.4
Take Me,MOVIE,2017,83,6.1
MFKZ,MOVIE,2018,95,6.7
True and the Rainbow Kingdom,SHOW,2017,21,7.1
Steel Rain,MOVIE,2017,139,7.1
Something in the Rain,SHOW,2018,70,8.200000000000000
Sad Hill Unearthed,MOVIE,2017,86,7.4
The Velvet Collection,SHOW,2017,57,7.3
Zero,MOVIE,2018,152,5.2
The Christmas Chronicles,MOVIE,2018,104,7.0
Nothing to Hide,MOVIE,2018,93,6.8
The Indian Detective,SHOW,2017,43,6.6
Bonus Family,SHOW,2017,44,2.3
Serial Killer with Piers Morgan,SHOW,2017,47,3.8
Patrick,MOVIE,2018,94,6.2
The Ottoman Lieutenant,MOVIE,2017,111,6.4
My Shy Boss,SHOW,2017,71,7.3
Gormiti,SHOW,2018,11,5.3
Casting JonBenet,MOVIE,2017,81,6.1
Selection Day,SHOW,2018,25,7.4
The Protector,SHOW,2018,43,6.5
The World Is Yours,MOVIE,2018,94,6.3
Long Shot,MOVIE,2017,40,7.4
Outside In,MOVIE,2018,109,6.7
The Queen of Flow,SHOW,2018,45,7.7
Cupcake & Dino - General Services,SHOW,2018,16,7.5
Next Gen,MOVIE,2018,90,6.6
The Saint,MOVIE,2017,92,4.9
Voyeur,MOVIE,2017,95,6.2
Daniel Sloss: Live Shows,SHOW,2018,60,8.5
Warrior,SHOW,2018,42,6.7
Get Me Roger Stone,MOVIE,2017,100,7.4
Surviving Escobar - Alias JJ,SHOW,2017,42,7.7
Bangkok Love Stories 2: Innocence,SHOW,2018,47,6.7
Children of the Whales,SHOW,2017,24,7.1
Hey Arnold! The Jungle Movie,MOVIE,2017,81,7.5
Irreplaceable You,MOVIE,2018,96,6.4
Dogs of Berlin,SHOW,2018,60,7.5
Free Rein,SHOW,2017,28,7.0
Amar,MOVIE,2017,105,5.1
Tig Notaro: Happy To Be Here,MOVIE,2018,58,6.6
Carrie Pilby,MOVIE,2017,98,6.7
Luis Miguel: The Series,SHOW,2018,56,8.0
Cyborg 009: Call of Justice,SHOW,2017,24,5.7
Cocaine Coast,SHOW,2018,67,7.9
Fun Mom Dinner,MOVIE,2017,81,5.3
Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,34,7.7
I Am Jonas,MOVIE,2018,82,7.0
Springsteen On Broadway,MOVIE,2018,153,8.5
Ultraviolet,SHOW,2017,46,7.0
Hot Girls Wanted: Turned On,SHOW,2017,47,6.6
7 Days Out,SHOW,2018,50,6.8
Greenhouse Academy,SHOW,2017,23,6.6
Hi Score Girl,SHOW,2018,27,8.0
Te Ata,MOVIE,2017,105,7.4
Cuba and the Cameraman,MOVIE,2017,113,8.3
Indian Horse,MOVIE,2018,105,7.3
I Am Not an Easy Man,MOVIE,2018,98,6.3
The Forgiven,MOVIE,2018,115,5.9
Samurai Gourmet,SHOW,2017,22,8.1
Final Fantasy XIV: Dad of Light,SHOW,2017,30,7.2
Car Masters: Rust to Riches,SHOW,2018,39,8.4
You Get Me,MOVIE,2017,89,4.7
The Climb,MOVIE,2017,103,6.9
Sparta,SHOW,2018,53,6.6
Sarah Silverman: A Speck of Dust,MOVIE,2017,71,6.9
Re: Mind,SHOW,2017,23,4.9
Lego Jurassic World: The Secret Exhibit,SHOW,2018,22,6.2
Hasan Minhaj: Homecoming King,MOVIE,2017,72,8.200000000000000
Ingobernable,SHOW,2017,40,7.2
If I Hadn't Met You,SHOW,2018,52,7.7
Creeped Out,SHOW,2017,25,6.5
Modest Heroes,MOVIE,2018,53,6.6
Girlboss,SHOW,2017,27,7.0
Spy Kids: Mission Critical,SHOW,2018,25,5.2
Mercury 13,MOVIE,2018,79,6.9
The Royal House of Windsor,SHOW,2017,49,7.3
The Fortress,MOVIE,2017,140,6.8
When Heroes Fly,SHOW,2018,48,7.1
Godzilla: City on the Edge of Battle,MOVIE,2018,105,5.8
Flint Town,SHOW,2018,45,7.9
Quincy,MOVIE,2018,124,7.6
Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,7.9
The Outcasts,MOVIE,2017,95,5.4
The Invisible Guardian,MOVIE,2017,129,6.4
Bending the Arc,MOVIE,2017,102,8.0
A.I.C.O. -Incarnation-,SHOW,2018,24,6.3
Eternal Love,SHOW,2017,45,8.4
"Take the Ball, Pass the Ball",MOVIE,2018,107,8.0
Polly Pocket,SHOW,2018,13,5.9
Adam Sandler: 100% Fresh,MOVIE,2018,73,7.5
Pop Team Epic,SHOW,2018,23,6.9
An Imperfect Murder,MOVIE,2017,71,3.1
Mike Birbiglia: Thank God for Jokes,MOVIE,2017,71,7.4
Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,80,7.3
Gnome Alone,MOVIE,2017,85,5.6
Sirius the Jaeger,SHOW,2018,23,6.7
Misty,SHOW,2018,71,8.1
Standup and Away! with Brian Regan,SHOW,2018,25,5.7
A Love So Beautiful,SHOW,2017,41,8.0
The A List,SHOW,2018,27,5.5
Neal Brennan: 3 Mics,MOVIE,2017,65,7.8
Sandy Wexler,MOVIE,2017,130,5.2
The Week Of,MOVIE,2018,116,5.2
Naked,MOVIE,2017,96,5.4
The Big Family Cooking Showdown,SHOW,2017,59,7.0
The Bleeding Edge,MOVIE,2018,100,7.6
QB1: Beyond the Lights,SHOW,2017,32,7.7
Fugitiva,SHOW,2018,90,5.6
Taylor Swift: Reputation Stadium Tour,MOVIE,2018,125,8.3
Toc Toc,MOVIE,2017,90,6.8
John Leguizamo's Latin History for Morons,MOVIE,2018,89,7.4
And Breathe Normally,MOVIE,2018,95,6.9
The Awakening of Motti Wolkenbruch,MOVIE,2018,94,6.6
Amazing Interiors,SHOW,2018,26,6.6
Charming,MOVIE,2018,90,5.6
Secret Agent Selection: WW2,SHOW,2018,59,7.8
Giant,MOVIE,2017,114,6.7
The Piano Forest,SHOW,2018,26,7.1
Bobby Kennedy for President,SHOW,2018,61,8.1
Chip and Potato,SHOW,2018,15,6.4
Solo,MOVIE,2018,100,5.0
The Killer,MOVIE,2017,99,6.0
Flavors of Youth,MOVIE,2018,74,6.6
The Polka King,MOVIE,2017,95,5.9
Falsa identidad,SHOW,2018,43,7.0
The Legacy of a Whitetail Deer Hunter,MOVIE,2018,83,5.5
Come Sunday,MOVIE,2018,106,6.0
Diablero,SHOW,2018,38,6.8
The Death and Life of Marsha P. Johnson,MOVIE,2017,105,7.2
Super Drags,SHOW,2018,25,5.4
Monster High: Electrified,MOVIE,2017,72,5.5
Mersal,MOVIE,2017,169,8.1
Chosen,SHOW,2018,70,5.2
Fred Armisen: Standup for Drummers,MOVIE,2018,65,5.8
Perdida,MOVIE,2018,103,5.6
Sarkar,MOVIE,2018,164,7.0
Bad Guys: Vile City,SHOW,2017,64,6.0
The Yard,SHOW,2018,108,7.2
CamarÃ³n: The Film,MOVIE,2018,104,7.5
S.W.A.T.: Under Siege,MOVIE,2017,89,4.5
High Society,MOVIE,2018,119,5.5
Generation Iron 3,MOVIE,2018,75,6.2
Kakegurui,SHOW,2018,30,6.8
Last Hope,SHOW,2018,24,5.8
The Platform,SHOW,2018,45,6.2
Whose Streets?,MOVIE,2017,90,5.5
One of Us,MOVIE,2017,95,7.0
The Rachel Divide,MOVIE,2018,104,6.3
My Masterpiece,MOVIE,2018,100,7.1
Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,61,6.3
Busted!,SHOW,2018,75,7.6
Alex Strangelove,MOVIE,2018,99,6.3
Lowriders,MOVIE,2017,99,5.6
3Below: Tales of Arcadia,SHOW,2018,22,7.7
Chris Rock: Tamborine,MOVIE,2018,64,6.6
Familiar Wife,SHOW,2018,61,7.6
Ultimate Beastmaster,SHOW,2017,59,7.3
Your Son,MOVIE,2018,103,6.1
Justice,MOVIE,2017,92,4.0
The World's Most Extraordinary Homes,SHOW,2017,54,7.6
NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,84,5.6
Tom Segura: Disgraceful,MOVIE,2018,74,7.5
It's for Your Own Good,MOVIE,2017,93,5.5
Sierra Burgess Is a Loser,MOVIE,2018,105,5.8
Fate/Extra Last Encore,SHOW,2018,25,5.4
Battle,MOVIE,2018,95,5.9
The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,99,7.1
Christmas Inheritance,MOVIE,2017,105,5.7
Jo Koy: Live from Seattle,MOVIE,2017,63,7.1
Live,SHOW,2018,46,8.3
My Secret Romance,SHOW,2017,52,7.2
Okko's Inn,MOVIE,2018,94,7.0
The Comedy Lineup,SHOW,2018,18,5.9
Christmas in the Heartland,MOVIE,2017,90,5.9
How to Be Really Bad,MOVIE,2018,100,6.2
FIGHTWORLD,SHOW,2018,42,7.6
A Christmas Prince,MOVIE,2017,92,5.7
Prison Playbook,SHOW,2017,91,8.5
First Team: Juventus,SHOW,2018,36,7.3
The Stolen,MOVIE,2017,98,5.3
Father of the Year,MOVIE,2018,94,5.2
The Final Table,SHOW,2018,43,7.6
Killing Hasselhoff,MOVIE,2017,79,4.4
Pottersville,MOVIE,2017,85,5.4
Thi Mai,MOVIE,2018,100,6.0
Switched,SHOW,2018,39,7.1
Paradise Lost,MOVIE,2018,110,6.9
Derren Brown: Sacrifice,MOVIE,2018,49,7.1
YucatÃ¡n,MOVIE,2018,129,5.5
A Twelve-Year Night,MOVIE,2018,122,7.5
Happy Anniversary,MOVIE,2018,78,5.7
Maria Bamford: Old Baby,MOVIE,2017,64,6.1
Trump: An American Dream,SHOW,2017,55,7.2
Undercover Law,SHOW,2018,57,7.2
Rock my Heart,MOVIE,2017,105,6.5
Apaches,SHOW,2018,67,7.0
Marlon,SHOW,2017,21,7.0
My Sassy Girl,SHOW,2017,41,6.9
Wild District,SHOW,2018,45,8.200000000000000
Us and Them,MOVIE,2018,120,7.4
Million Yen Women,SHOW,2017,30,7.6
My ID is Gangnam Beauty,SHOW,2018,63,7.4
Champions,SHOW,2018,21,6.1
Manhunt,MOVIE,2017,106,5.2
100 Days My Prince,SHOW,2018,75,7.8
The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,76,6.7
A Very Country Christmas,MOVIE,2017,83,6.0
Greg Davies: You Magnificent Beast,MOVIE,2018,66,7.1
Girls Incarcerated,SHOW,2018,45,7.3
When Angels Sleep,MOVIE,2018,94,5.5
Brainchild,SHOW,2018,25,8.1
Bert Kreischer: Secret Time,MOVIE,2018,57,7.3
The Who Was? Show,SHOW,2018,25,6.8
Show Dogs,MOVIE,2018,90,3.9
Escape from Mr. Lemoncello's Library,MOVIE,2017,69,5.4
Bhavesh Joshi Superhero,MOVIE,2018,155,7.7
Cleo & Cuquin,SHOW,2018,7,8.0
Amateur,MOVIE,2018,96,5.9
Back Street Girls: Goku Dolls,SHOW,2018,24,6.6
Fireworks,MOVIE,2017,90,5.6
Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,21,4.8
Pachamama,MOVIE,2018,72,6.8
Empire Games,SHOW,2018,49,5.8
Lust Stories,MOVIE,2018,120,6.4
All I Wish,MOVIE,2018,94,5.2
Age of Tanks,SHOW,2017,54,7.3
The Clapper,MOVIE,2018,89,5.1
Chasing Coral,MOVIE,2017,93,8.1
Robot Trains,SHOW,2017,12,6.0
My Dead Ex,SHOW,2018,25,7.4
Disconnect,MOVIE,2018,107,5.3
Crazy Delicious,SHOW,2017,51,8.9
Becoming Champions,SHOW,2018,45,6.7
Inside the Criminal Mind,SHOW,2018,48,5.4
Live Up To Your Name,SHOW,2017,69,8.0
